avif_file,yuv_file,status,avif_size,yuv_size,error
D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\Fallout4_1080p_60_Middle\Fallout4_1080p_60_Middle_hidden_test.yuv,OK,4422966,933120000,
D:\碩士實驗\testdata\best_coeff_test\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\FourPeople_720p_60_High\FourPeople_720p_60_High_hidden_test.yuv,OK,3794486,414720000,
D:\碩士實驗\testdata\best_coeff_test\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\FourPeople_720p_60_Low\FourPeople_720p_60_Low_hidden_test.yuv,OK,1159815,414720000,
D:\碩士實驗\testdata\best_coeff_test\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\FourPeople_720p_60_Middle\FourPeople_720p_60_Middle_hidden_test.yuv,OK,2208385,414720000,
D:\碩士實驗\testdata\best_coeff_test\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\Johnny_720p_60_High\Johnny_720p_60_High_hidden_test.yuv,OK,3617218,414720000,
D:\碩士實驗\testdata\best_coeff_test\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\Johnny_720p_60_Low\Johnny_720p_60_Low_hidden_test.yuv,OK,1003945,414720000,
D:\碩士實驗\testdata\best_coeff_test\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\Johnny_720p_60_Middle\Johnny_720p_60_Middle_hidden_test.yuv,OK,1917978,414720000,
D:\碩士實驗\testdata\best_coeff_test\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\KristenAndSara_720p_60_High\KristenAndSara_720p_60_High_hidden_test.yuv,OK,3598400,414720000,
D:\碩士實驗\testdata\best_coeff_test\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\KristenAndSara_720p_60_Low\KristenAndSara_720p_60_Low_hidden_test.yuv,OK,1018415,414720000,
D:\碩士實驗\testdata\best_coeff_test\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\KristenAndSara_720p_60_Middle\KristenAndSara_720p_60_Middle_hidden_test.yuv,OK,1969027,414720000,
D:\碩士實驗\testdata\best_coeff_test\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\speed_bag_1080p_30_High\speed_bag_1080p_30_High_hidden_test.yuv,OK,4172078,466560000,
D:\碩士實驗\testdata\best_coeff_test\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\speed_bag_1080p_30_Low\speed_bag_1080p_30_Low_hidden_test.yuv,OK,781580,466560000,
D:\碩士實驗\testdata\best_coeff_test\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.avif,D:\碩士實驗\testdata\best_coeff_test\speed_bag_1080p_30_Middle\speed_bag_1080p_30_Middle_hidden_test.yuv,OK,2926400,466560000,
