Using AOMedia Project AV1 Encoder v3.11.0
[HIDE] rd_plus:    922, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4752, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 973 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  16006, rd_minus:  17780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 974 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4236, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 975 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7004, rd_minus:   7384, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 976 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4908, rd_minus:   5888, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 977 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   5900, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 978 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  12148, rd_minus:  10938, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 979 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6712, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 980 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5808, rd_minus:   5652, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 981 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2668, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 982 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4236, rd_minus:   4548, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 983 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7168, rd_minus:   7364, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 984 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8316, rd_minus:   7206, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 985 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5580, rd_minus:   5780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 986 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2706, rd_minus:   2966, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 987 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3300, rd_minus:   2748, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 988 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2028, rd_minus:   2518, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 989 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5996, rd_minus:   4708, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 990 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6114, rd_minus:   6112, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 991 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10722, rd_minus:   8620, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 992 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3908, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 993 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5262, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 994 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6112, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 995 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1166, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 996 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2472, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 997 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4054, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 998 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    326, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 999 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2954, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1000 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    328, rd_minus:    408, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1001 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2466, rd_minus:   4560, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1002 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2468, rd_minus:   4964, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1003 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7840, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1004 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3938, rd_minus:   3528, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1005 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6550, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1006 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1956, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1007 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8494, rd_minus:  11824, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1008 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    716, rd_minus:   1228, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1009 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  10716, rd_minus:  10122, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1010 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    160, rd_minus:    166, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1011 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2982, rd_minus:   3098, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1012 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3902, rd_minus:   5848, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1013 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1528, rd_minus:   2176, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1014 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2822, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1015 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2146, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1016 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  13134, rd_minus:  12672, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1017 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1968, rd_minus:   2016, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1018 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    352, rd_minus:    322, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1019 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7322, rd_minus:   5986, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1020 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1882, rd_minus:   1706, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1021 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    180, rd_minus:    172, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1022 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    346, rd_minus:    258, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1023 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    196, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1024 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   2528, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1025 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1824, rd_minus:   2164, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1026 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1346, rd_minus:   1224, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1027 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6500, rd_minus:   5332, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1028 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6618, rd_minus:   6872, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1029 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1128, rd_minus:   1822, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1030 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2964, rd_minus:   3218, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1031 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    680, rd_minus:    880, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1032 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3816, rd_minus:   3732, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1033 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1652, rd_minus:   1570, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1034 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5400, rd_minus:   5720, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1035 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   8708, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1036 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2708, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1037 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    452, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1038 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    824, rd_minus:    766, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1039 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2594, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1040 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1848, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1041 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6276, rd_minus:   6494, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1042 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4466, rd_minus:   6032, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1043 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3440, rd_minus:   4174, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1044 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1128, rd_minus:    552, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1045 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6258, rd_minus:   8804, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1046 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2656, rd_minus:   4408, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1047 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2392, rd_minus:   2256, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1048 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    234, rd_minus:    276, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1049 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5008, rd_minus:   4580, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1050 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2048, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1051 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1322, rd_minus:   2368, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1052 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2060, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1053 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4470, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1054 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3254, rd_minus:   2252, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1055 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   4166, rd_minus:   4136, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1056 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6984, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1057 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    788, rd_minus:    720, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1058 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2452, rd_minus:   2452, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1059 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5054, rd_minus:   4610, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1060 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6636, rd_minus:   7442, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1061 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1704, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1062 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3978, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1063 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    226, rd_minus:    204, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1064 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6350, rd_minus:   6796, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1065 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    608, rd_minus:    400, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1066 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3146, rd_minus:   3132, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1067 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1612, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1068 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3420, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1069 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2458, rd_minus:   2370, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1070 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   6118, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1071 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3792, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1072 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2220, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1073 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3628, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1074 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   5052, rd_minus:   3698, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1075 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2980, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1076 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   7586, rd_minus:   9120, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1077 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3964, rd_minus:   4996, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1078 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    716, rd_minus:    934, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1079 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2056, rd_minus:   2420, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1080 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2514, rd_minus:   3448, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1081 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3700, rd_minus:   3780, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1082 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1116, rd_minus:   1228, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1083 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1872, rd_minus:   1968, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1084 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    626, rd_minus:    706, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1085 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    316, rd_minus:    320, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1086 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9574, rd_minus:   9388, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1087 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2652, rd_minus:   3356, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1088 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2352, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1089 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3636, rd_minus:   3016, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1090 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6808, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1091 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2318, rd_minus:   1490, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1092 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3540, rd_minus:   3908, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1093 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2672, rd_minus:   2856, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1094 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  11080, rd_minus:  10406, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1095 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3244, rd_minus:   3166, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1096 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4370, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1097 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6036, rd_minus:   5240, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1098 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   9140, rd_minus:   8588, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1099 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3384, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1100 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3000, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1101 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2678, rd_minus:   2512, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1102 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3810, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1103 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    642, rd_minus:    790, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1104 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1842, rd_minus:   1812, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1105 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3056, rd_minus:   2634, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1106 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3652, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1107 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1676, rd_minus:   1954, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1108 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   2858, rd_minus:   1384, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1109 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    168, rd_minus:    126, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1110 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     88, rd_minus:     88, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1111 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   4344, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1112 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3266, rd_minus:   2702, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1113 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1436, rd_minus:   1486, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1114 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:  14632, rd_minus:  15148, [ANGLE_HIDE] embedded 0, written_angle 2, bit_index 1115 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:    696, rd_minus:     -1, [ANGLE_HIDE] embedded 1, written_angle 1, bit_index 1116 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3936, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1117 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   1236, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1118 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:    814, [ANGLE_HIDE] embedded 0, written_angle 6, bit_index 1119 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:     -1, rd_minus:   3664, [ANGLE_HIDE] embedded 1, written_angle 5, bit_index 1120 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   6460, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1121 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3748, rd_minus:     -1, [ANGLE_HIDE] embedded 0, written_angle 0, bit_index 1122 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   3570, rd_minus:   2886, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1123 / 4120, payload_bits 4096, end_bits 24
[HIDE] rd_plus:   1188, rd_minus:   1284, [ANGLE_HIDE] embedded 0, written_angle 4, bit_index 1124 / 4120, payload_bits 4096, end_bits 24
